Brand,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),fuel efficiency,Serial Number
ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,A8,Z,19.1,12.3,16.0,18.0,368.0,0.043478260869565216,929
BENTLEY,CONTINENTAL GT CONVERTIBLE,SUBCOMPACT,6.0,12,AS8,Z,19.6,11.7,16.0,18.0,368.0,0.043478260869565216,1152
JEEP,GRAND CHEROKEE SRT8,SUV - STANDARD,6.4,8,A8,Z,18.3,12.6,15.7,18.0,368.0,0.04266304295995961,3900
JEEP,GRAND CHEROKEE 4X4 SRT,SUV - STANDARD,6.4,8,A8,Z,18.3,12.6,15.7,18.0,368.0,0.04266304295995961,4975
CHEVROLET,Corvette ZR1,TWO-SEATER,6.2,8,M7,Z,18.2,12.5,15.6,18.0,368.0,0.042391305384428604,5633
JEEP,Grand Cherokee 4X4 SRT,SUV - STANDARD,6.4,8,A8,Z,18.3,12.6,15.7,18.0,368.0,0.04266304295995961,6010
DODGE,Charger SRT Hellcat Widebody,FULL-SIZE,6.2,8,A8,Z,19.0,11.5,15.6,18.0,368.0,0.042391305384428604,6768
JEEP,Grand Cherokee 4X4 SRT,SUV - STANDARD,6.4,8,A8,Z,18.3,12.6,15.7,18.0,368.0,0.04266304295995961,7021
ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,AS8,Z,18.8,11.8,15.6,18.0,367.0,0.042506813028527865,3183
CHEVROLET,CAMARO ZL1,SUBCOMPACT,6.2,8,AS10,Z,19.0,11.6,15.6,18.0,367.0,0.042506813028527865,3493
MERCEDES-BENZ,AMG GLS 63 4MATIC,SUV - STANDARD,5.5,8,A7,Z,17.6,13.3,15.7,18.0,367.0,0.04277929103341999,5135
CHEVROLET,EXPRESS 1500 CARGO,VAN - CARGO,5.3,8,A4,X,18.0,13.4,15.9,18.0,366.0,0.04344262190855266,212
FORD,F-150,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,18.3,12.9,15.9,18.0,366.0,0.04344262190855266,372
GMC,SAVANA 1500 CARGO,VAN - CARGO,5.3,8,A4,X,18.0,13.4,15.9,18.0,366.0,0.04344262190855266,436
MERCEDES-BENZ,AMG GLE 63 S 4MATIC,SUV - STANDARD,5.5,8,AS7,Z,17.3,13.5,15.6,18.0,366.0,0.042622951861939144,2975
LAMBORGHINI,Huracan Coupe,TWO-SEATER,5.2,10,AM7,Z,18.1,13.2,15.9,18.0,366.0,0.04344262190855266,6048
LAMBORGHINI,Huracan Spyder,TWO-SEATER,5.2,10,AM7,Z,18.1,13.2,15.9,18.0,366.0,0.04344262190855266,6050
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.4,12.7,22.0,298.0,0.04261744902437965,2445
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.4,12.7,22.0,298.0,0.04261744902437965,2449
FORD,FLEX,SUV - STANDARD,3.5,6,AS6,X,14.7,10.2,12.7,22.0,298.0,0.04261744902437965,2607
FORD,MUSTANG,SUBCOMPACT,5.0,8,M6,X,15.5,9.4,12.7,22.0,298.0,0.04261744902437965,2631
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.4,12.7,22.0,298.0,0.04261744902437965,2665
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.4,12.7,22.0,298.0,0.04261744902437965,2669
LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,6,A6,X,14.7,10.2,12.7,22.0,298.0,0.04261744902437965,2923
MERCEDES-BENZ,AMG SL 63,TWO-SEATER,5.5,8,AS7,Z,14.7,9.5,12.4,23.0,298.0,0.0416107369749338,2982
MERCEDES-BENZ,GL 450 4MATIC,SUV - STANDARD,3.0,6,AS7,Z,15.2,12.6,14.0,20.0,298.0,0.04697986577181208,3005
PORSCHE,PANAMERA GTS,FULL-SIZE,4.8,8,AM7,Z,15.1,9.7,12.7,22.0,298.0,0.04261744902437965,3155
TOYOTA,4RUNNER 4WD,SUV - STANDARD,4.0,6,AS5,X,14.2,11.1,12.8,22.0,298.0,0.04295302077427807,3213
TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,4.0,6,AS5,X,14.2,11.1,12.8,22.0,298.0,0.04295302077427807,3214
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22.0,298.0,0.04261744902437965,3538
FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.0,11.0,12.7,22.0,298.0,0.04261744902437965,3671
FORD,FLEX,SUV - STANDARD,3.5,6,AS6,X,14.7,10.2,12.7,22.0,298.0,0.04261744902437965,3685
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22.0,298.0,0.04261744902437965,3754
JEEP,WRANGLER 4X4,SUV - SMALL,3.6,6,M6,X,14.2,11.0,12.8,22.0,298.0,0.04295302077427807,3918
LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,6,A6,X,14.7,10.2,12.7,22.0,298.0,0.04261744902437965,3996
MERCEDES-BENZ,AMG SL 63,TWO-SEATER,5.5,8,AS7,Z,14.7,9.5,12.4,23.0,298.0,0.0416107369749338,4066
AUDI,S6,MID-SIZE,4.0,8,AM7,Z,15.0,10.0,12.8,22.0,298.0,0.04295302077427807,4427
AUDI,S7,MID-SIZE,4.0,8,AM7,Z,15.0,10.0,12.8,22.0,298.0,0.04295302077427807,4428
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22.0,298.0,0.04261744902437965,4592
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22.0,298.0,0.04261744902437965,4593
FORD,FLEX,SUV - STANDARD,3.5,6,AS6,X,14.7,10.2,12.7,22.0,298.0,0.04261744902437965,4765
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22.0,298.0,0.04261744902437965,4821
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22.0,298.0,0.04261744902437965,4822
JEEP,WRANGLER JK 4X4,SUV - SMALL,3.6,6,M6,X,14.2,11.0,12.8,22.0,298.0,0.04295302077427807,4990
LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,6,A6,X,14.7,10.2,12.7,22.0,298.0,0.04261744902437965,5071
CADILLAC,CTS Vsport,MID-SIZE,3.6,6,AS8,Z,15.0,9.9,12.7,22.0,298.0,0.04261744902437965,5598
CHEVROLET,Suburban FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,17.9,16.0,298.0,0.06006711281385998,5673
CHEVROLET,Tahoe FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,17.9,16.0,298.0,0.06006711281385998,5680
FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.9,11.2,12.7,22.0,298.0,0.04261744902437965,5764
FORD,Flex,SUV - STANDARD,3.5,6,AS6,X,14.7,10.2,12.7,22.0,298.0,0.04261744902437965,5792
GMC,Yukon FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,17.9,16.0,298.0,0.06006711281385998,5871
GMC,Yukon XL FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,17.9,16.0,298.0,0.06006711281385998,5878
CHEVROLET,Suburban FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,17.9,16.0,298.0,0.06006711281385998,6729
CHEVROLET,Tahoe FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,17.9,16.0,298.0,0.06006711281385998,6736
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.3,10.7,12.7,22.0,298.0,0.04261744902437965,6799
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,5.3,8,A10,X,14.3,10.6,12.7,22.0,298.0,0.04261744902437965,6884
GMC,Yukon FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,17.9,16.0,298.0,0.06006711281385998,6893
GMC,Yukon XL FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,17.9,16.0,298.0,0.06006711281385998,6900
FORD,FIESTA,SUBCOMPACT,1.6,4,AS6,X,8.5,6.5,7.6,37.0,175.0,0.043428570883614674,393
FORD,FIESTA,SUBCOMPACT,1.6,4,M5,X,8.6,6.4,7.6,37.0,175.0,0.043428570883614674,394
HONDA,CIVIC,COMPACT,1.8,4,M5,X,8.5,6.6,7.6,37.0,175.0,0.043428570883614674,491
INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,AS7,Z,8.0,7.0,7.6,37.0,175.0,0.043428570883614674,540
KIA,RIO,COMPACT,1.6,4,A6,X,8.7,6.3,7.6,37.0,175.0,0.043428570883614674,620
KIA,RIO ECO,COMPACT,1.6,4,A6,X,8.5,6.4,7.6,37.0,175.0,0.043428570883614674,622
LEXUS,GS 450h,MID-SIZE,3.5,6,AV8,Z,7.7,7.4,7.6,37.0,175.0,0.043428570883614674,665
MAZDA,MAZDA6,MID-SIZE,2.5,4,AS6,X,8.8,6.2,7.6,37.0,175.0,0.043428570883614674,720
MINI,COOPER COUPE,TWO-SEATER,1.6,4,A6,Z,8.5,6.6,7.6,37.0,175.0,0.043428570883614674,791
NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,8.7,6.2,7.6,37.0,175.0,0.043428570883614674,841
FORD,FIESTA,SUBCOMPACT,1.6,4,AS6,X,8.7,6.4,7.6,37.0,175.0,0.043428570883614674,1478
FORD,FIESTA,SUBCOMPACT,1.6,4,M5,X,8.5,6.5,7.6,37.0,175.0,0.043428570883614674,1479
HYUNDAI,ACCENT,COMPACT,1.6,4,M6,X,8.7,6.3,7.6,37.0,175.0,0.043428570883614674,1587
KIA,FORTE,MID-SIZE,1.8,4,AS6,X,8.8,6.1,7.6,37.0,175.0,0.043428570883614674,1705
KIA,RIO ECO,COMPACT,1.6,4,AS6,X,8.5,6.3,7.6,37.0,175.0,0.043428570883614674,1725
MAZDA,MAZDA6,MID-SIZE,2.5,4,AS6,X,8.8,6.1,7.6,37.0,175.0,0.043428570883614674,1824
MINI,COOPER COUPE,TWO-SEATER,1.6,4,AS6,Z,8.5,6.5,7.6,37.0,175.0,0.043428570883614674,1895
NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,8.7,6.2,7.6,37.0,175.0,0.043428570883614674,1948
SUBARU,IMPREZA AWD,COMPACT,2.0,4,AV6,X,8.5,6.4,7.6,37.0,175.0,0.043428570883614674,2080
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.0,4,AV6,X,8.5,6.4,7.6,37.0,175.0,0.043428570883614674,2082
TOYOTA,COROLLA,MID-SIZE,1.8,4,A4,X,8.6,6.5,7.6,37.0,175.0,0.043428570883614674,2103
VOLKSWAGEN,JETTA TDI (modified),COMPACT,2.0,4,AM6,D,7.6,5.2,6.5,43.0,175.0,0.037142857142857144,2168
CHEVROLET,SONIC,COMPACT,1.4,4,M6,X,8.5,6.2,7.5,38.0,175.0,0.04285714285714286,2459
CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.4,4,M6,X,8.5,6.2,7.5,38.0,175.0,0.04285714285714286,2465
FORD,FOCUS FFV,COMPACT,2.0,4,AS6,E,12.1,8.6,10.5,27.0,175.0,0.06,2615
KIA,OPTIMA,FULL-SIZE,1.6,4,AM7,X,8.4,6.1,7.4,38.0,175.0,0.04228571483067104,2847
KIA,RIO ECO,COMPACT,1.6,4,AS6,X,8.5,6.3,7.6,37.0,175.0,0.043428570883614674,2854
SUBARU,XV CROSSTREK HYBRID AWD,SUV - SMALL,2.0,4,AV6,X,7.9,6.9,7.5,38.0,175.0,0.04285714285714286,3212
MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4,M6,X,8.5,6.2,7.5,38.0,175.0,0.04285714285714286,4024
MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.0,4,M6,X,8.5,6.2,7.5,38.0,175.0,0.04285714285714286,4025
MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,M6,Z,8.5,6.2,7.5,38.0,175.0,0.04285714285714286,4103
MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,M6,Z,8.5,6.3,7.5,38.0,175.0,0.04285714285714286,4105
MINI,COOPER CONVERTIBLE,MINICOMPACT,1.5,3,M6,Z,8.5,6.3,7.5,38.0,175.0,0.04285714285714286,4111
VOLKSWAGEN,JETTA,COMPACT,1.4,4,AS6,X,8.5,6.2,7.4,38.0,175.0,0.04228571483067104,4339
CHEVROLET,CRUZE DIESEL,COMPACT,1.6,4,A9,D,7.7,5.0,6.5,43.0,175.0,0.037142857142857144,4572
CHEVROLET,CRUZE HATCHBACK,MID-SIZE,1.4,4,M6,X,8.6,6.2,7.5,38.0,175.0,0.04285714285714286,4575
KIA,RIO,COMPACT,1.6,4,M6,X,8.3,6.4,7.5,38.0,175.0,0.04285714285714286,5010
MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4,M6,X,8.5,6.2,7.5,38.0,175.0,0.04285714285714286,5099
MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.0,4,M6,X,8.5,6.2,7.5,38.0,175.0,0.04285714285714286,5100
MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,M6,Z,8.5,6.2,7.5,38.0,175.0,0.04285714285714286,5182
CHEVROLET,Cruze Hatchback Premier,MID-SIZE,1.4,4,AS6,X,8.5,6.4,7.5,38.0,175.0,0.04285714285714286,5638
KIA,Rio,COMPACT,1.6,4,M6,X,8.3,6.4,7.5,38.0,175.0,0.04285714285714286,6033
MINI,Cooper 3 Door,SUBCOMPACT,1.5,3,M6,Z,8.5,6.2,7.5,38.0,175.0,0.04285714285714286,6227
MINI,Cooper 5 Door,SUBCOMPACT,1.5,3,M6,Z,8.4,6.3,7.5,38.0,175.0,0.04285714285714286,6229
MINI,Cooper Convertible,MINICOMPACT,1.5,3,M6,Z,8.4,6.3,7.5,38.0,175.0,0.04285714285714286,6233
TOYOTA,Camry XLE/XSE,MID-SIZE,2.5,4,AS8,X,8.5,6.2,7.5,38.0,175.0,0.04285714285714286,6426
LAND ROVER,RANGE ROVER LWB V8 5.0 SC FFV,SUV - STANDARD,5.0,8,AS8,E,25.0,16.9,21.4,13.0,342.0,0.06257309829979613,647
LAND ROVER,RANGE ROVER V8 5.0 SC FFV,SUV - STANDARD,5.0,8,AS8,E,25.0,16.9,21.4,13.0,342.0,0.06257309829979613,659
LAND ROVER,RANGE ROVER SUPERCHARGED,SUV - STANDARD,5.0,8,AS8,E,25.0,16.9,21.4,13.0,342.0,0.06257309829979613,1751
LAND ROVER,RANGE ROVER SUPERCHARGED LWB,SUV - STANDARD,5.0,8,AS8,E,25.0,16.9,21.4,13.0,342.0,0.06257309829979613,1753
FORD,T-150 WAGON,VAN - PASSENGER,3.5,6,AS6,X,16.1,12.7,14.6,19.0,342.0,0.042690059594940724,2635
CHEVROLET,Silverado 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,22.3,18.1,20.5,14.0,342.0,0.059941520467836254,6717
FORD,Shelby GT350 Mustang,SUBCOMPACT,5.2,8,M6,Z,17.1,11.4,14.5,19.0,342.0,0.04239766081871345,6832
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,X,16.8,11.8,14.5,19.0,341.0,0.04252199413489736,2591
BMW,X5 M,SUV - STANDARD,4.4,8,AS8,Z,16.6,12.1,14.6,19.0,341.0,0.04281525038554172,3444
BMW,X6 M,SUV - STANDARD,4.4,8,AS8,Z,16.6,12.1,14.6,19.0,341.0,0.04281525038554172,3448
FORD,SHELBY GT350 MUSTANG,SUBCOMPACT,5.2,8,M6,Z,17.2,11.3,14.6,19.0,341.0,0.04281525038554172,3718
LEXUS,GX 460,SUV - STANDARD,4.6,8,AS6,Z,16.0,12.9,14.6,19.0,341.0,0.04281525038554172,3974
BMW,X5 M,SUV - STANDARD,4.4,8,AS8,Z,16.6,12.1,14.6,19.0,341.0,0.04281525038554172,4506
BMW,X6 M,SUV - STANDARD,4.4,8,AS8,Z,16.6,12.1,14.6,19.0,341.0,0.04281525038554172,4509
FORD,SHELBY GT350 MUSTANG,SUBCOMPACT,5.2,8,M6,Z,17.2,11.3,14.6,19.0,341.0,0.04281525038554172,4791
LEXUS,GX 460,SUV - STANDARD,4.6,8,AS6,Z,16.0,12.9,14.6,19.0,341.0,0.04281525038554172,5044
BMW,X6 M,SUV - STANDARD,4.4,8,AS8,Z,16.6,12.1,14.6,19.0,341.0,0.04281525038554172,5573
FORD,Shelby GT350 Mustang,SUBCOMPACT,5.2,8,M6,Z,17.2,11.3,14.6,19.0,341.0,0.04281525038554172,5812
LEXUS,GX 460,SUV - STANDARD,4.6,8,AS6,Z,16.0,12.9,14.6,19.0,341.0,0.04281525038554172,6075
CADILLAC,CTS-V COUPE,MID-SIZE,6.2,8,M6,Z,16.7,12.5,14.8,19.0,340.0,0.043529412325690776,175
CADILLAC,CTS-V SEDAN,MID-SIZE,6.2,8,M6,Z,16.7,12.5,14.8,19.0,340.0,0.043529412325690776,177
CADILLAC,CTS-V SPORT WAGON,STATION WAGON - SMALL,6.2,8,M6,Z,16.7,12.5,14.8,19.0,340.0,0.043529412325690776,179
CHEVROLET,CAMARO ZL1,COMPACT,6.2,8,M6,Z,16.7,12.5,14.8,19.0,340.0,0.043529412325690776,195
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,X,16.7,12.5,14.8,19.0,340.0,0.043529412325690776,390
JEEP,GRAND CHEROKEE 4X4 (MDS),SUV - STANDARD,5.7,8,A8,X,17.3,11.7,14.8,19.0,340.0,0.043529412325690776,586
RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.1,12.0,14.8,19.0,340.0,0.043529412325690776,915
ASTON MARTIN,VANQUISH,MINICOMPACT,6.0,12,A8,Z,17.6,11.4,14.8,19.0,340.0,0.043529412325690776,1092
FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6,AS6,X,16.6,12.6,14.8,19.0,340.0,0.043529412325690776,1509
RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.1,12.0,14.8,19.0,340.0,0.043529412325690776,2046
LAMBORGHINI,HURACAN SPYDER,TWO-SEATER,5.2,10,AM7,Z,16.9,11.8,14.6,19.0,340.0,0.04294117759255802,2876
MERCEDES-BENZ,S 600,FULL-SIZE,6.0,12,AS7,Z,17.3,11.0,14.5,19.0,340.0,0.04264705882352941,3020
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,X,16.8,11.8,14.5,19.0,340.0,0.04264705882352941,3664
LAMBORGHINI,HURACAN SPYDER,TWO-SEATER,5.2,10,AM7,Z,16.9,11.8,14.6,19.0,340.0,0.04294117759255802,3964
MASERATI,LEVANTE,SUV - STANDARD,3.0,6,AS8,Z,16.8,11.9,14.7,19.0,340.0,0.04323529355666217,4011
MERCEDES-BENZ,AMG SL 65,TWO-SEATER,6.0,12,AS7,Z,17.6,10.8,14.5,19.0,340.0,0.04264705882352941,4067
GMC,YUKON XL 4WD,SUV - STANDARD,6.2,8,A10,Z,17.1,11.3,14.5,19.0,340.0,0.04264705882352941,4853
MASERATI,LEVANTE,SUV - STANDARD,3.0,6,AS8,Z,16.4,11.9,14.4,20.0,340.0,0.042352940054500805,5083
CHEVROLET,Suburban 4WD,SUV - STANDARD,6.2,8,A10,Z,17.1,11.3,14.5,19.0,340.0,0.04264705882352941,5677
GMC,Yukon XL 4WD,SUV - STANDARD,6.2,8,A10,Z,17.1,11.3,14.5,19.0,340.0,0.04264705882352941,5882
FORD,T-150 Wagon FFV,VAN - PASSENGER,3.5,6,AS10,X,16.2,12.3,14.5,19.0,340.0,0.04264705882352941,6834
CHEVROLET,CRUZE,MID-SIZE,1.4,4,AS6,X,9.1,6.3,7.8,36.0,179.0,0.0435754200599713,198
CHEVROLET,CRUZE,MID-SIZE,1.4,4,M6,X,9.1,6.3,7.8,36.0,179.0,0.0435754200599713,199
FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36.0,179.0,0.0435754200599713,333
FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36.0,179.0,0.0435754200599713,334
FIAT,500 CABRIO TURBO,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36.0,179.0,0.0435754200599713,337
FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36.0,179.0,0.0435754200599713,340
FORD,FOCUS FFV,COMPACT,2.0,4,AS6,X,8.9,6.4,7.8,36.0,179.0,0.0435754200599713,404
MERCEDES-BENZ,CLA 250,COMPACT,2.0,4,AS7,Z,9.1,6.2,7.8,36.0,179.0,0.0435754200599713,739
MINI,COOPER CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,8.7,6.6,7.8,36.0,179.0,0.0435754200599713,785
MINI,COOPER CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,8.6,6.8,7.8,36.0,179.0,0.0435754200599713,786
MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4,A6,Z,8.7,6.6,7.8,36.0,179.0,0.0435754200599713,787
MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4,M6,Z,8.6,6.8,7.8,36.0,179.0,0.0435754200599713,788
MINI,COOPER COUNTRYMAN,COMPACT,1.6,4,M6,Z,8.6,6.8,7.8,36.0,179.0,0.0435754200599713,790
MINI,COOPER PACEMAN,COMPACT,1.6,4,M6,Z,8.6,6.8,7.8,36.0,179.0,0.0435754200599713,794
MINI,COOPER ROADSTER,TWO-SEATER,1.6,4,A6,Z,8.7,6.6,7.8,36.0,179.0,0.0435754200599713,795
MINI,COOPER ROADSTER,TWO-SEATER,1.6,4,M6,Z,8.6,6.8,7.8,36.0,179.0,0.0435754200599713,796
NISSAN,SENTRA,MID-SIZE,1.8,4,M6,X,8.7,6.6,7.8,36.0,179.0,0.0435754200599713,863
SUBARU,IMPREZA AWD,COMPACT,2.0,4,AV,X,8.7,6.6,7.8,36.0,179.0,0.0435754200599713,953
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.0,4,AV,X,8.7,6.6,7.8,36.0,179.0,0.0435754200599713,957
CHEVROLET,CRUZE,MID-SIZE,1.4,4,AS6,X,9.1,6.3,7.8,36.0,179.0,0.0435754200599713,1308
CHEVROLET,CRUZE,MID-SIZE,1.4,4,M6,X,9.0,6.2,7.8,36.0,179.0,0.0435754200599713,1309
FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36.0,179.0,0.0435754200599713,1438
FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36.0,179.0,0.0435754200599713,1440
FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36.0,179.0,0.0435754200599713,1442
FORD,FOCUS FFV,COMPACT,2.0,4,AS6,X,9.1,6.3,7.8,36.0,179.0,0.0435754200599713,1490
HONDA,ACCORD,MID-SIZE,2.4,4,AV,X,8.8,6.5,7.8,36.0,179.0,0.0435754200599713,1564
HONDA,CR-V,SUV - SMALL,2.4,4,AV,X,8.6,6.9,7.8,36.0,179.0,0.0435754200599713,1576
NISSAN,MICRA,COMPACT,1.6,4,A4,X,8.8,6.6,7.8,36.0,179.0,0.0435754200599713,1962
VOLKSWAGEN,GOLF SPORTWAGON TDI (modified),STATION WAGON - SMALL,2.0,4,M6,D,7.6,5.5,6.7,42.0,179.0,0.037430166532207466,2163
CHEVROLET,MALIBU,MID-SIZE,1.5,4,A6,X,8.7,6.3,7.6,37.0,179.0,0.04245810002588027,2441
FORD,FIESTA,SUBCOMPACT,1.6,4,M5,X,8.5,6.5,7.6,37.0,179.0,0.04245810002588027,2604
FORD,FOCUS FFV,COMPACT,2.0,4,M5,E,12.3,8.9,10.8,26.0,179.0,0.060335196596284155,2617
HONDA,CIVIC COUPE,COMPACT,2.0,4,M6,X,8.9,6.1,7.7,37.0,179.0,0.04301675871097842,2706
HYUNDAI,ACCENT,COMPACT,1.6,4,AS6,X,8.9,6.3,7.7,37.0,179.0,0.04301675871097842,2726
KIA,FORTE,MID-SIZE,1.8,4,AS6,X,8.9,6.1,7.6,37.0,179.0,0.04245810002588027,2833
KIA,RIO,COMPACT,1.6,4,M6,X,8.8,6.4,7.7,37.0,179.0,0.04301675871097842,2853
MAZDA,CX-3,COMPACT,2.0,4,AS6,X,8.2,6.7,7.6,37.0,179.0,0.04245810002588027,2941
NISSAN,VERSA,MID-SIZE,1.6,4,M5,X,8.6,6.5,7.6,37.0,179.0,0.04245810002588027,3097
TOYOTA,COROLLA,MID-SIZE,1.8,4,A4,X,8.6,6.5,7.6,37.0,179.0,0.04245810002588027,3220
MAZDA,CX-3,COMPACT,2.0,4,AS6,X,8.2,6.9,7.6,37.0,179.0,0.04245810002588027,4016
MERCEDES-BENZ,B 250,MID-SIZE,2.0,4,AS7,Z,9.7,6.6,8.3,34.0,179.0,0.04636871614935678,4069
FORD,FIESTA,SUBCOMPACT,1.6,4,AM6,X,8.6,6.4,7.6,37.0,179.0,0.04245810002588027,4762
FORD,FOCUS,COMPACT,2.0,4,AM6,X,8.9,6.1,7.7,37.0,179.0,0.04301675871097842,4770
NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,8.7,6.3,7.6,37.0,179.0,0.04245810002588027,5225
MAZDA,CX-3,COMPACT,2.0,4,AS6,X,8.3,6.9,7.7,37.0,179.0,0.04301675871097842,6122
MAZDA,CX-3,COMPACT,2.0,4,AS6,X,8.3,6.9,7.7,37.0,179.0,0.04301675871097842,7134
BMW,428i GRAN COUPE,COMPACT,2.0,4,M6,Z,10.9,6.8,9.0,31.0,210.0,0.04285714285714286,2291
FORD,FUSION,MID-SIZE,2.0,4,AS6,X,10.5,7.0,8.9,32.0,210.0,0.04238095056442987,2622
LINCOLN,MKZ,MID-SIZE,2.0,4,AS6,X,10.5,7.0,8.9,32.0,210.0,0.04238095056442987,2926
MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,AS6,X,9.8,7.9,9.0,31.0,210.0,0.04285714285714286,2947
MITSUBISHI,LANCER 4WD,COMPACT,2.4,4,AV6,X,10.2,7.8,9.1,31.0,210.0,0.043333335149855844,3054
SCION,tC,COMPACT,2.5,4,M6,X,10.2,7.7,9.0,31.0,210.0,0.04285714285714286,3189
ACURA,MDX HYBRID AWD,SUV - SMALL,3.0,6,AM7,Z,9.1,9.0,9.0,31.0,210.0,0.04285714285714286,3317
AUDI,A5 QUATTRO,SUBCOMPACT,2.0,4,M6,Z,10.4,7.3,9.0,31.0,210.0,0.04285714285714286,3341
BMW,230i xDRIVE COUPE,SUBCOMPACT,2.0,4,AS8,Z,10.2,7.4,9.0,31.0,210.0,0.04285714285714286,3382
HONDA,ACCORD,MID-SIZE,2.4,4,M6,X,10.4,7.4,9.0,31.0,210.0,0.04285714285714286,3785
KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4,AS6,X,9.9,7.6,8.9,32.0,210.0,0.04238095056442987,3943
